 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2003     223    corn                    11011.304    4955.086     192.698      27.528
   365    12    31  2003     223    soyb                     3894.145    1752.365     143.830      29.985
   365    12    31  2003     224    corn                    13290.372    5980.667     232.581      33.226
   365    12    31  2003     225    corn                     9573.639    4308.137     167.539      23.934
   365    12    31  2003     226    corn                    14523.089    6535.389     254.154      36.308
   365    12    31  2003     227    corn                     9024.283    4060.928     157.925      22.561
   365    12    31  2003     227    soyb                     2720.787    1224.354     101.979      20.950
   365    12    31  2003     228    corn                     8864.910    3989.209     155.136      22.162
   365    12    31  2003     228    soyb                     2915.706    1312.068     107.347      22.451
   365    12    31  2003     229    corn                    12219.091    5498.591     213.834      30.548
   365    12    31  2003     230    corn                    10019.456    4508.754     175.340      25.049
   365    12    31  2003     231    corn                     9798.506    4409.328     171.474      24.496
   365    12    31  2003     232    corn                     9504.409    4276.984     166.327      23.761
   365    12    31  2003     233    corn                     9294.400    4182.480     162.652      23.236
   365    12    31  2003     233    soyb                     3015.769    1357.096     100.428      23.221
   365    12    31  2003     234    corn                    12178.613    5480.375     213.126      30.447
   365    12    31  2003     234    soyb                     4208.654    1893.894     104.484      32.407
   365    12    31  2003     235    corn                    15723.396    7075.528     275.159      39.308
   365    12    31  2003     236    corn                    10068.766    4530.945     176.203      25.172
   365    12    31  2003     237    corn                    15699.872    7064.943     274.748      39.250
   365    12    31  2003     238    corn                    12138.508    5462.328     212.424      30.346
   365    12    31  2003     238    soyb                     4208.656    1893.895     104.427      32.407
   365    12    31  2003     239    corn                     9293.714    4182.171     162.640      23.234
   365    12    31  2003     239    soyb                     3015.225    1356.851     100.437      23.217
   365    12    31  2003     240    corn                     9670.259    4351.617     169.230      24.176
   365    12    31  2003     241    corn                    12006.745    5403.035     210.118      30.017
   365    12    31  2003     242    corn                    15652.192    7043.487     273.913      39.130
   365    12    31  2003     243    corn                     9926.149    4466.767     173.708      24.815
   365    12    31  2003     244    corn                     9279.807    4175.913     162.397      23.200
   365    12    31  2003     244    soyb                     3002.012    1350.905     100.588      23.115
   365    12    31  2003     245    corn                     9563.993    4303.797     167.370      23.910
   365    12    31  2003     245    soyb                     3028.885    1362.998     107.037      23.322
   365    12    31  2003     246    corn                    12473.693    5613.162     218.290      31.184
   365    12    31  2003     246    soyb                     4181.069    1881.481      79.730      32.194
